"testTransformedList","VoidMethodCallMutator","202","KILLED"
"testTransformedList","VoidMethodCallMutator","208","KILLED"
"testFactoryTransformer","NegateConditionalsMutator","48","KILLED"
"testFactoryTransformer","ReturnValsMutator","51","KILLED"
"testFactoryTransformer","ReturnValsMutator","74","KILLED"
"testEqualsNull","ConditionalsBoundaryMutator","85","KILLED"
"testEqualsNull","ConditionalsBoundaryMutator","88","KILLED"
"testEmptyIterator","ConditionalsBoundaryMutator","91","KILLED"
"testEmptyIterator","ConditionalsBoundaryMutator","94","KILLED"
"testEqualsNull","NegateConditionalsMutator","85","KILLED"
"testEqualsNull","NegateConditionalsMutator","88","KILLED"
"testEqualsNull","NegateConditionalsMutator","91","KILLED"
"testEqualsNull","NegateConditionalsMutator","94","KILLED"
"testEmptyListIteratorIsIndeedEmpty","ReturnValsMutator","159","KILLED"
"testEmptyIterator","ConditionalsBoundaryMutator","113","KILLED"
"testReset","NegateConditionalsMutator","113","KILLED"
"testReset","ReturnValsMutator","113","KILLED"
"testFullIterator","MathMutator","128","KILLED"
"testReset","NegateConditionalsMutator","125","KILLED"
"testReset","ReturnValsMutator","128","KILLED"
"testFullMapIterator","ReturnValsMutator","151","KILLED"
"testFullMapIterator","ReturnValsMutator","210","KILLED"
"testFullMapIterator","ReturnValsMutator","136","KILLED"
"testMapIterator","ReturnValsMutator","228","KILLED"
"none","NegateConditionalsMutator","174","SURVIVED"
"none","NegateConditionalsMutator","177","SURVIVED"
"testSerializeDeserializeThenCompare","ReturnValsMutator","182","KILLED"
"testAndPredicate","ReturnValsMutator","258","KILLED"
"testAnyPredicate","ReturnValsMutator","338","KILLED"
"testAnyPredicate","ReturnValsMutator","322","KILLED"
"testAsPredicateTransformerEx2","ReturnValsMutator","470","KILLED"
"testEitherPredicate","ReturnValsMutator","356","KILLED"
"testVerbosePrintNullKey","ReturnValsMutator","148","KILLED"
"testExceptionPredicate","ReturnValsMutator","91","KILLED"
"testIdentityPredicate","ReturnValsMutator","161","KILLED"
"testInstanceOfPredicate","ReturnValsMutator","175","KILLED"
"testInvokerPredicateEx2","ReturnValsMutator","213","KILLED"
"testInvokerPredicate2Ex2","ReturnValsMutator","239","KILLED"
"testNeitherPredicate","ReturnValsMutator","406","KILLED"
"testNonePredicate","ReturnValsMutator","438","KILLED"
"testNeitherPredicate","ReturnValsMutator","422","KILLED"
"testIsNotNullPredicate","ReturnValsMutator","135","KILLED"
"testNotPredicate","ReturnValsMutator","452","KILLED"
"testNullIsExceptionPredicate","ReturnValsMutator","488","KILLED"
"testNullIsFalsePredicate","ReturnValsMutator","503","KILLED"
"testNullIsTruePredicate","ReturnValsMutator","518","KILLED"
"testOnePredicate","ReturnValsMutator","388","KILLED"
"testEitherPredicate","ReturnValsMutator","372","KILLED"
"testOrPredicate","ReturnValsMutator","306","KILLED"
"testTransformedPredicate","ReturnValsMutator","537","KILLED"
"testUniquePredicate","ReturnValsMutator","191","KILLED"
