"none","VoidMethodCallMutator","238","SURVIVED"
"none","VoidMethodCallMutator","239","SURVIVED"
"none","VoidMethodCallMutator","240","SURVIVED"
"none","VoidMethodCallMutator","241","SURVIVED"
"none","ReturnValsMutator","168","SURVIVED"
"none","InvertNegsMutator","138","SURVIVED"
"none","InvertNegsMutator","138","SURVIVED"
"none","InvertNegsMutator","138","SURVIVED"
"none","InvertNegsMutator","138","SURVIVED"
"none","ReturnValsMutator","138","SURVIVED"
"testEquals","NegateConditionalsMutator","370","KILLED"
"testHashCode","NegateConditionalsMutator","373","KILLED"
"testHashCode","NegateConditionalsMutator","378","KILLED"
"testHashCode","NegateConditionalsMutator","381","KILLED"
"testHashCode","NegateConditionalsMutator","385","KILLED"
"testHashCode","NegateConditionalsMutator","388","KILLED"
"testEquals","ReturnValsMutator","379","KILLED"
"testEquals","ReturnValsMutator","383","KILLED"
"testEquals","ReturnValsMutator","386","KILLED"
"testEquals","ReturnValsMutator","389","KILLED"
"testHashCode","ReturnValsMutator","391","KILLED"
"none","NegateConditionalsMutator","259","SURVIVED"
"testDrawWithNullInfo","NegateConditionalsMutator","262","KILLED"
"testDrawWithNullInfo","NegateConditionalsMutator","265","KILLED"
"testDrawWithNullInfo","ReturnValsMutator","271","KILLED"
"none","MathMutator","402","SURVIVED"
"none","MathMutator","402","SURVIVED"
"none","MathMutator","403","SURVIVED"
"none","MathMutator","403","SURVIVED"
"none","MathMutator","404","SURVIVED"
"none","MathMutator","404","SURVIVED"
"none","MathMutator","405","SURVIVED"
"none","MathMutator","405","SURVIVED"
"none","ReturnValsMutator","406","SURVIVED"
"testAdditionOfDuplicateXValues","VoidMethodCallMutator","95","KILLED"
"testAdditionOfDuplicateXValues","VoidMethodCallMutator","108","KILLED"
"testAdditionOfDuplicateXValues","ReturnValsMutator","184","KILLED"
"testAdditionOfDuplicateXValues","ReturnValsMutator","159","KILLED"
"testSetMaximumItemCount2","ReturnValsMutator","135","KILLED"
"none","ReturnValsMutator","123","SURVIVED"
"none","VoidMethodCallMutator","122","SURVIVED"
"testIndexOf2","VoidMethodCallMutator","415","KILLED"
"testToArray","VoidMethodCallMutator","441","KILLED"
"testToArray","VoidMethodCallMutator","475","KILLED"
"testIndexOf2","VoidMethodCallMutator","494","KILLED"
"testAddOrUpdate3","VoidMethodCallMutator","404","KILLED"
"testBug1955483","ConditionalsBoundaryMutator","511","KILLED"
"testAdditionOfDuplicateXValues","ConditionalsBoundaryMutator","518","KILLED"
"none","ConditionalsBoundaryMutator","522","SURVIVED"
"none","ConditionalsBoundaryMutator","539","SURVIVED"
"testSetMaximumItemCount","ConditionalsBoundaryMutator","546","KILLED"
"testAdditionOfDuplicateXValues","IncrementsMutator","520","KILLED"
"testIndexOf","InvertNegsMutator","512","KILLED"
"testIndexOf","MathMutator","512","KILLED"
"testIndexOf2","NegateConditionalsMutator","509","KILLED"
"testIndexOf","NegateConditionalsMutator","511","KILLED"
"testAdditionOfDuplicateXValues","NegateConditionalsMutator","515","KILLED"
"testAdditionOfDuplicateXValues","NegateConditionalsMutator","518","KILLED"
"testAdditionOfDuplicateXValues","NegateConditionalsMutator","518","KILLED"
"none","NegateConditionalsMutator","522","SURVIVED"
"testAddOrUpdate3","NegateConditionalsMutator","535","KILLED"
"testAddOrUpdate2","NegateConditionalsMutator","539","KILLED"
"testIndexOf2","NegateConditionalsMutator","546","KILLED"
"testTableXYDataset","NegateConditionalsMutator","550","KILLED"
"none","VoidMethodCallMutator","507","SURVIVED"
"testIndexOf","VoidMethodCallMutator","512","KILLED"
"testOLSRegression1b","VoidMethodCallMutator","523","KILLED"
"testGetMaxX","VoidMethodCallMutator","545","KILLED"
"testSetMaximumItemCount4","VoidMethodCallMutator","548","KILLED"
"testTableXYDataset","VoidMethodCallMutator","551","KILLED"
"testAddOrUpdate3","ReturnValsMutator","757","KILLED"
"testAddOrUpdate3","ReturnValsMutator","772","KILLED"
"testAddOrUpdate","ConditionalsBoundaryMutator","796","KILLED"
"none","ConditionalsBoundaryMutator","803","SURVIVED"
"none","ConditionalsBoundaryMutator","803","SURVIVED"
"none","ConditionalsBoundaryMutator","831","SURVIVED"
"testGetMaxY2","InvertNegsMutator","823","KILLED"
"testGetMaxY2","MathMutator","823","KILLED"
"testAddOrUpdate3","NegateConditionalsMutator","788","KILLED"
"testGetMaxY2","NegateConditionalsMutator","796","KILLED"
"none","NegateConditionalsMutator","802","SURVIVED"
"none","NegateConditionalsMutator","803","SURVIVED"
"none","NegateConditionalsMutator","803","SURVIVED"
"none","NegateConditionalsMutator","807","SURVIVED"
"none","NegateConditionalsMutator","810","SURVIVED"
"none","NegateConditionalsMutator","822","SURVIVED"
"testGetMaxY2","NegateConditionalsMutator","831","KILLED"
"testAddOrUpdate3","ReturnValsMutator","790","KILLED"
"testGetMaxY2","ReturnValsMutator","837","KILLED"
"none","VoidMethodCallMutator","787","SURVIVED"
"testAddOrUpdate3","VoidMethodCallMutator","789","KILLED"
"testAddOrUpdate2","VoidMethodCallMutator","805","KILLED"
"none","VoidMethodCallMutator","808","SURVIVED"
"testAddOrUpdate","VoidMethodCallMutator","823","KILLED"
"testGetMaxY2","VoidMethodCallMutator","828","KILLED"
"none","VoidMethodCallMutator","836","SURVIVED"
"none","ConditionalsBoundaryMutator","602","SURVIVED"
"testClear","NegateConditionalsMutator","602","KILLED"
"testClear","VoidMethodCallMutator","603","KILLED"
"none","VoidMethodCallMutator","608","SURVIVED"
"testCloning","ReturnValsMutator","899","KILLED"
"testDelete","MathMutator","563","KILLED"
"testDelete","VoidMethodCallMutator","563","KILLED"
"testDelete","VoidMethodCallMutator","564","KILLED"
"none","VoidMethodCallMutator","565","SURVIVED"
"testCloning3","NegateConditionalsMutator","944","KILLED"
"testSerialization","NegateConditionalsMutator","947","KILLED"
"testSerialization","NegateConditionalsMutator","950","KILLED"
"testSerialization","NegateConditionalsMutator","954","KILLED"
"testSerialization","NegateConditionalsMutator","957","KILLED"
"testSerialization","NegateConditionalsMutator","960","KILLED"
"testSerialization","NegateConditionalsMutator","963","KILLED"
"testSetKey","ReturnValsMutator","945","KILLED"
"testEquals","ReturnValsMutator","951","KILLED"
"testCloning3","ReturnValsMutator","964","KILLED"
"testSerialization","ReturnValsMutator","966","KILLED"
"testSetMaximumItemCount3","NegateConditionalsMutator","311","KILLED"
"testSetMaximumItemCount3","VoidMethodCallMutator","313","KILLED"
"testGetSeries","ReturnValsMutator","335","KILLED"
"test3561093","ReturnValsMutator","325","KILLED"
"testAddOrUpdate3","ReturnValsMutator","347","KILLED"
"testClear","ReturnValsMutator","209","KILLED"
"testClear","ReturnValsMutator","239","KILLED"
"testSetMaximumItemCount","ReturnValsMutator","369","KILLED"
"testClear","ReturnValsMutator","194","KILLED"
"testClear","ReturnValsMutator","224","KILLED"
"testAdd","ReturnValsMutator","634","KILLED"
"testSetMaximumItemCount2","ReturnValsMutator","645","KILLED"
"testAdd","ReturnValsMutator","656","KILLED"
"testHashCode","ConditionalsBoundaryMutator","980","KILLED"
"none","ConditionalsBoundaryMutator","984","SURVIVED"
"none","ConditionalsBoundaryMutator","988","SURVIVED"
"none","MathMutator","982","SURVIVED"
"none","MathMutator","982","SURVIVED"
"testHashCode","MathMutator","985","KILLED"
"none","MathMutator","986","SURVIVED"
"none","MathMutator","986","SURVIVED"
"testHashCode","MathMutator","989","KILLED"
"none","MathMutator","990","SURVIVED"
